#distance	count	cdf
1415	15	0.702667
1416	14	0.702682
1417	16	0.702699
1418	15	0.702714
1419	15	0.70273
1420	15	0.702745
1421	17	0.702763
1422	23	0.702787
1423	25	0.702813
1424	20	0.702834
1425	14	0.702849
1426	19	0.702868
1427	8	0.702877
1428	12	0.702889
1429	17	0.702907
1430	17	0.702925
1431	15	0.70294
1432	11	0.702952
1433	14	0.702966
1434	18	0.702985
1435	14	0.703
1436	15	0.703015
1437	13	0.703029
1438	9	0.703038
1439	20	0.703059
1440	13	0.703073
1441	10	0.703083
1442	18	0.703102
1443	18	0.703121
1444	14	0.703135
1445	10	0.703146
1446	9	0.703155
1447	7	0.703162
1448	20	0.703183
1449	12	0.703196
1450	14	0.70321
1451	12	0.703223
1452	20	0.703243
1453	18	0.703262
1454	17	0.70328
1455	15	0.703296
1456	11	0.703307
1457	26	0.703334
1458	10	0.703345
1459	21	0.703366
1460	14	0.703381
1461	10	0.703391
1462	19	0.703411
1463	13	0.703425
1464	14	0.703439
1465	12	0.703452
1466	24	0.703477
1467	21	0.703499
1468	25	0.703525
1469	23	0.703549
1470	16	0.703565
1471	10	0.703576
1472	8	0.703584
1473	18	0.703603
1474	17	0.703621
1475	13	0.703634
1476	20	0.703655
1477	9	0.703664
1478	15	0.70368
1479	7	0.703687
1480	20	0.703708
1481	25	0.703734
1482	22	0.703757
1483	18	0.703776
1484	14	0.70379
1485	15	0.703806
